Year,Gender,Cohort,State,Drivers
2015,Female,55-59,Pennsylvania,443493
2015,Female,60-64,Pennsylvania,396001
2015,Female,65-69,Pennsylvania,331399
2015,Female,70-74,Pennsylvania,236769
2015,Female,75-79,Pennsylvania,171847
2015,Female,80-84,Pennsylvania,125276
2015,Female,85+,Pennsylvania,109478
2016,Male,Under 16,Pennsylvania,0
2016,Male,16,Pennsylvania,8368
2016,Male,17,Pennsylvania,37277
2016,Male,18,Pennsylvania,50276
2016,Male,19,Pennsylvania,57230
2016,Male,20,Pennsylvania,62501
2016,Male,21,Pennsylvania,66736
2016,Male,22,Pennsylvania,69578
2016,Male,23,Pennsylvania,72672
2016,Male,24,Pennsylvania,72682
2016,Male,25-29,Pennsylvania,375561
2016,Male,30-34,Pennsylvania,364537
2016,Male,35-39,Pennsylvania,342400
2016,Male,40-44,Pennsylvania,333269
2016,Male,45-49,Pennsylvania,385412
2016,Male,50-54,Pennsylvania,418260
2016,Male,55-59,Pennsylvania,438365
2016,Male,60-64,Pennsylvania,396337
2016,Male,65-69,Pennsylvania,333781
2016,Male,70-74,Pennsylvania,222340
2016,Male,75-79,Pennsylvania,155786
2016,Male,80-84,Pennsylvania,106338
2016,Male,85+,Pennsylvania,91557
2016,Female,Under 16,Pennsylvania,0
2016,Female,16,Pennsylvania,8071
2016,Female,17,Pennsylvania,35602
2016,Female,18,Pennsylvania,46673
2016,Female,19,Pennsylvania,53398
2016,Female,20,Pennsylvania,57649
2016,Female,21,Pennsylvania,62212
2016,Female,22,Pennsylvania,65635
2016,Female,23,Pennsylvania,69084
2016,Female,24,Pennsylvania,69802
2016,Female,25-29,Pennsylvania,367039
2016,Female,30-34,Pennsylvania,359867
2016,Female,35-39,Pennsylvania,344293
2016,Female,40-44,Pennsylvania,333536
2016,Female,45-49,Pennsylvania,387168
2016,Female,50-54,Pennsylvania,422303
2016,Female,55-59,Pennsylvania,446596
2016,Female,60-64,Pennsylvania,404498
2016,Female,65-69,Pennsylvania,349297
2016,Female,70-74,Pennsylvania,241341
2016,Female,75-79,Pennsylvania,176086
2016,Female,80-84,Pennsylvania,125117
2016,Female,85+,Pennsylvania,110285
2017,Male,Under 16,Pennsylvania,0
2017,Male,16,Pennsylvania,8589
2017,Male,17,Pennsylvania,38584
2017,Male,18,Pennsylvania,50413
2017,Male,19,Pennsylvania,57983
2017,Male,20,Pennsylvania,60252
2017,Male,21,Pennsylvania,65323
2017,Male,22,Pennsylvania,68181
2017,Male,23,Pennsylvania,70729
2017,Male,24,Pennsylvania,70692
2017,Male,25-29,Pennsylvania,372748
2017,Male,30-34,Pennsylvania,364588
2017,Male,35-39,Pennsylvania,347163
2017,Male,40-44,Pennsylvania,326140
2017,Male,45-49,Pennsylvania,377866
2017,Male,50-54,Pennsylvania,407002
2017,Male,55-59,Pennsylvania,430231
2017,Male,60-64,Pennsylvania,401593
2017,Male,65-69,Pennsylvania,329199
2017,Male,70-74,Pennsylvania,242123
2017,Male,75-79,Pennsylvania,159055
2017,Male,80-84,Pennsylvania,104676
2017,Male,85+,Pennsylvania,87558
2017,Female,Under 16,Pennsylvania,0
2017,Female,16,Pennsylvania,8407
2017,Female,17,Pennsylvania,37037
2017,Female,18,Pennsylvania,46845
2017,Female,19,Pennsylvania,53286
2017,Female,20,Pennsylvania,56744
2017,Female,21,Pennsylvania,61080
2017,Female,22,Pennsylvania,64399
2017,Female,23,Pennsylvania,67317
2017,Female,24,Pennsylvania,67697
2017,Female,25-29,Pennsylvania,364783
2017,Female,30-34,Pennsylvania,360313
2017,Female,35-39,Pennsylvania,348234
2017,Female,40-44,Pennsylvania,327530
2017,Female,45-49,Pennsylvania,378499
2017,Female,50-54,Pennsylvania,410219
2017,Female,55-59,Pennsylvania,439151
2017,Female,60-64,Pennsylvania,410994
2017,Female,65-69,Pennsylvania,345290
2017,Female,70-74,Pennsylvania,262953
2017,Female,75-79,Pennsylvania,180979
2017,Female,80-84,Pennsylvania,124343
2017,Female,85+,Pennsylvania,108067
2018,Male,Under 16,Pennsylvania,0
2018,Male,16,Pennsylvania,8074
2018,Male,17,Pennsylvania,38000
2018,Male,18,Pennsylvania,50560
2018,Male,19,Pennsylvania,57470
2018,Male,20,Pennsylvania,60920
2018,Male,21,Pennsylvania,63011
2018,Male,22,Pennsylvania,66814
2018,Male,23,Pennsylvania,69419
2018,Male,24,Pennsylvania,69489
2018,Male,25-29,Pennsylvania,370859
2018,Male,30-34,Pennsylvania,367509
2018,Male,35-39,Pennsylvania,353634
2018,Male,40-44,Pennsylvania,325697
2018,Male,45-49,Pennsylvania,369064
2018,Male,50-54,Pennsylvania,395437
2018,Male,55-59,Pennsylvania,425483
2018,Male,60-64,Pennsylvania,408099
2018,Male,65-69,Pennsylvania,336153
2018,Male,70-74,Pennsylvania,251780
2018,Male,75-79,Pennsylvania,169152
2018,Male,80-84,Pennsylvania,106806
2018,Male,85+,Pennsylvania,89036
2018,Female,Under 16,Pennsylvania,0
2018,Female,16,Pennsylvania,8450
2018,Female,17,Pennsylvania,36946
2018,Female,18,Pennsylvania,47772
2018,Female,19,Pennsylvania,52970
2018,Female,20,Pennsylvania,56347
2018,Female,21,Pennsylvania,59892
2018,Female,22,Pennsylvania,63046
2018,Female,23,Pennsylvania,65963
2018,Female,24,Pennsylvania,66732
2018,Female,25-29,Pennsylvania,362285
2018,Female,30-34,Pennsylvania,363791
2018,Female,35-39,Pennsylvania,353984
2018,Female,40-44,Pennsylvania,327077
2018,Female,45-49,Pennsylvania,369229
2018,Female,50-54,Pennsylvania,398181
2018,Female,55-59,Pennsylvania,433473
2018,Female,60-64,Pennsylvania,418602
2018,Female,65-69,Pennsylvania,351971
2018,Female,70-74,Pennsylvania,272240
2018,Female,75-79,Pennsylvania,193130
2018,Female,80-84,Pennsylvania,127396
2018,Female,85+,Pennsylvania,109427
